data1,data2,data3,data4,data5,data6,data7,data8
12,47,04,64,02,FF,F5,00
1A,47,04,64,02,FF,F4,00
22,47,04,64,04,FF,F1,00
2A,47,04,66,03,FF,F1,00
32,47,04,66,03,FF,F0,00
3A,47,04,66,02,FF,F0,00
42,47,04,60,02,FF,EF,00
4A,47,04,60,01,FF,EF,00
52,47,04,62,00,FF,EF,00
5A,47,04,62,03,FF,EB,00
62,47,04,62,02,FF,EB,00
6A,47,04,64,00,FF,EC,00
72,47,04,64,FF,03,EC,00
72,47,04,64,FF,FF,EC,00
7A,47,04,66,01,FF,E9,00
02,47,04,66,12,FF,E7,00
0A,47,04,66,11,FF,E7,00
12,47,04,60,12,FF,E5,00
1A,48,04,60,11,FF,E5,00
22,48,04,60,10,FF,E5,00
2A,48,04,62,10,FF,E4,00
32,48,04,62,0F,FF,E4,00
3A,48,04,64,11,FF,E1,00
42,48,04,64,12,FF,DF,00
4A,48,04,64,11,FF,DF,00
52,48,04,66,10,FF,DF,00
5A,48,04,66,0F,FF,DF,00
62,48,04,60,0E,FF,DF,00
6A,48,04,60,0F,FF,DD,00
72,48,04,60,0E,FF,DD,00
7A,48,04,62,0E,FF,DC,00
02,48,04,62,1D,FF,DC,00
0A,48,04,62,1D,FF,DB,00
12,49,04,64,1C,FF,DB,00
1A,49,04,64,1C,FF,DA,00
22,49,04,66,1B,FF,DA,00
2A,49,04,66,1A,FF,DA,00
32,49,04,66,19,FF,DA,00
3A,49,04,60,1B,FF,D7,00
42,49,04,60,1A,FF,D7,00
4A,49,04,62,1A,FF,D6,00
52,49,04,62,19,FF,D6,00
5A,49,04,62,19,FF,D5,00
62,49,04,64,18,FF,D5,00
6A,49,04,64,18,FF,D4,00
72,49,04,66,18,FF,D3,00
7A,49,04,66,17,FF,D3,00
02,49,04,66,26,FF,D3,00
0A,49,04,60,24,FF,D4,00
12,49,04,60,23,FF,D4,00
1A,49,04,60,24,FF,D2,00
22,49,04,62,23,FF,D2,00
2A,49,04,62,24,FF,D0,00
32,49,04,64,23,FF,D0,00
3A,49,04,64,22,FF,D0,00
42,49,04,64,21,FF,D0,00
4A,49,04,66,21,FF,CF,00
52,49,04,66,20,FF,CF,00
5A,49,04,60,20,FF,CE,00
62,49,04,60,1F,FF,CE,00
6A,49,04,60,1E,FF,CE,00
72,49,04,62,1D,FF,CE,00
7A,49,04,62,1D,FF,CD,00
02,49,04,62,2D,FF,CC,00
0A,49,04,64,2C,FF,CC,00
12,49,04,64,2B,FF,CC,00
1A,49,04,66,2C,FF,CA,00
22,49,04,66,2B,FF,CA,00
2A,4A,04,66,2A,FF,CA,00
32,4A,04,60,29,FF,CA,00
3A,4A,04,60,29,FF,C9,00
42,4A,04,62,28,FF,C9,00
4A,4A,04,62,29,FF,C7,00
52,4A,04,62,28,FF,C7,00
5A,4A,04,64,28,FF,C6,00
62,4A,04,64,27,FF,C6,00
6A,4A,04,66,27,FF,C5,00
72,4A,04,66,26,FF,C5,00
7A,4A,04,66,28,FF,C2,00
02,4A,04,60,37,FF,C2,00
0A,4A,04,60,36,FF,C2,00
12,4A,04,60,35,FF,C2,00
1A,4A,04,62,37,FF,BF,00
22,4A,04,62,36,FF,BF,00
2A,4A,04,64,37,FF,BD,00
32,4A,04,64,36,FF,BD,00
3A,4A,04,64,35,FF,BD,00
42,4A,04,66,34,FF,BD,00
4A,4A,04,66,36,FF,BA,00
52,4A,04,60,35,FF,BA,00
5A,4A,04,60,37,FF,B7,00
62,4A,04,60,36,FF,B7,00
6A,4A,04,62,36,FF,B6,00
72,4A,04,62,35,FF,B6,00
7A,4A,04,62,37,FF,B3,00
02,4A,04,64,48,FF,B1,00
0A,4A,04,64,47,FF,B1,00
12,4A,04,66,47,FF,B0,00
1A,4A,04,66,46,FF,B0,00
22,4A,04,66,45,FF,B0,00
2A,4A,04,60,46,FF,AE,00
32,4A,04,60,45,FF,AE,00
3A,4A,04,62,46,FF,AC,00
42,4A,04,62,47,FF,AA,00
4A,4A,04,62,46,FF,AA,00
52,4A,04,64,45,FF,AA,00
5A,4A,04,64,47,FF,A7,00
62,4A,04,66,47,FF,A6,00
6A,4A,04,66,46,FF,A6,00
72,4A,04,66,45,FF,A6,00
7A,4A,04,60,44,FF,A6,00
02,4A,04,60,53,FF,A6,00
0A,4A,04,60,55,FF,A3,00
12,4A,04,62,55,FF,A2,00
1A,4A,04,62,54,FF,A2,00
22,4A,04,64,55,FF,A0,00
2A,4A,04,64,54,FF,A0,00
32,4A,04,64,54,FF,9F,00
3A,4A,04,66,53,FF,9F,00
42,4A,04,66,52,FF,9F,00
4A,4A,04,60,51,FF,9F,00
52,4A,04,60,50,FF,9F,00
5A,4A,04,60,50,FF,9E,00
62,4A,04,62,50,FF,9D,00
6A,4A,04,62,4F,FF,9D,00
72,4A,04,64,4F,FF,9C,00
7A,4A,04,64,4E,FF,9C,00
02,4A,04,64,5E,FF,9B,00
0A,4A,04,66,5D,FF,9B,00
12,4A,04,66,5B,FF,9C,00
1A,4A,04,66,5A,FF,9C,00
22,4A,04,60,5B,FF,9A,00
2A,4A,04,60,5A,FF,9A,00
32,4A,04,62,59,FF,9A,00
3A,4A,04,62,58,FF,9A,00
42,4A,04,62,59,FF,98,00
4A,4A,04,64,58,FF,98,00
52,4A,04,64,56,FF,99,00
5A,4A,04,66,55,FF,99,00
62,4A,04,66,55,FF,98,00
6A,4A,04,66,54,FF,98,00
72,4A,04,60,55,FF,96,00
7A,4A,04,60,54,FF,96,00
02,4A,04,62,64,FF,95,00
0A,4A,04,62,63,FF,95,00
12,4A,04,62,62,FF,95,00
1A,4A,04,64,61,FF,95,00
22,4A,04,64,61,FF,94,00
2A,4A,04,64,60,FF,94,00
32,4A,04,66,60,FF,93,00
3A,4A,04,66,5F,FF,93,00
42,4A,04,60,5F,FF,92,00
4A,4A,04,60,5E,FF,92,00
52,4A,04,60,5F,FF,90,00
5A,4A,04,62,5E,FF,90,00
62,4A,04,62,5E,FF,8F,00
6A,4A,04,64,5D,FF,8F,00
72,4A,04,64,5C,FF,8F,00
7A,4A,04,64,5C,FF,8E,00
02,4A,04,66,6E,FF,8B,00
0A,4A,04,66,6D,FF,8B,00
12,4A,04,60,6D,FF,8A,00
1A,4A,04,60,6C,FF,8A,00
22,4A,04,60,6B,FF,8A,00
2A,4A,04,62,6A,FF,8A,00
32,4A,04,62,6C,FF,87,00
3A,4A,04,62,6B,FF,87,00
42,4A,04,64,6B,FF,86,00
4A,4A,04,64,6A,FF,86,00
52,4A,04,66,69,FF,86,00
5A,4A,04,66,6A,FF,84,00
62,4A,04,66,69,FF,84,00
6A,4A,04,60,6A,FF,82,00
72,4A,04,60,6A,FF,81,00
7A,4A,04,62,69,FF,81,00
02,4A,04,62,7A,FF,7F,00
0A,4A,04,62,79,FF,7F,00
12,4A,04,64,7C,FF,7B,00
1A,4A,04,64,7B,FF,7B,00
22,4A,04,66,7B,FF,7A,00
2A,4A,04,66,7A,FF,7A,00
32,4A,04,66,7B,FF,78,00
3A,4A,04,60,7A,FF,78,00
42,4A,04,60,7B,FF,76,00
4A,4A,04,60,7A,FF,76,00
52,4A,04,62,7B,FF,74,00
5A,4A,04,62,7A,FF,74,00
62,4A,04,64,7A,FF,73,00
6A,4A,04,64,79,FF,73,00
72,4A,04,64,7A,FF,71,00
7A,4A,04,66,79,FF,71,00
02,4A,04,66,8A,FF,6F,00
0A,4A,04,60,89,FF,6F,00
12,4A,04,60,89,FF,6E,00
1A,4A,04,60,88,FF,6E,00
22,4A,04,62,8A,FF,6B,00
2A,4A,04,62,89,FF,6B,00
32,4A,04,64,89,FF,6A,00
3A,4A,04,64,88,FF,6A,00
42,4A,04,64,87,FF,6A,00
4A,4A,04,66,87,FF,69,00
52,4A,04,66,88,FF,67,00
5A,4A,04,66,87,FF,67,00
62,4A,04,60,86,FF,67,00
6A,4A,04,60,85,FF,67,00
72,4A,04,62,85,FF,66,00
7A,4A,04,62,84,FF,66,00
02,4A,04,62,94,FF,65,00
0A,4A,04,64,93,FF,65,00
12,4A,04,64,92,FF,65,00
1A,4A,04,66,91,FF,65,00
22,4A,04,66,91,FF,64,00
2A,4A,04,66,90,FF,64,00
32,4A,04,60,90,FF,63,00
3A,4A,04,60,8F,FF,63,00
42,4A,04,60,8E,FF,63,00
4A,4A,04,62,8D,FF,63,00
52,4A,04,62,8D,FF,62,00
5A,4A,04,64,8C,FF,62,00
62,4A,04,64,8B,FF,62,00
6A,4A,04,64,8B,FF,61,00
72,4A,04,66,8B,FF,60,00
7A,4A,04,66,8A,FF,60,00
02,4A,04,60,9A,FF,5F,00
0A,4A,04,60,99,FF,5F,00
12,4A,04,60,98,FF,5F,00
1A,4A,04,62,97,FF,5F,00
22,4A,04,62,97,FF,5E,00
2A,4A,04,62,96,FF,5E,00
32,4A,04,64,97,FF,5C,00
3A,4A,04,64,96,FF,5C,00
42,4A,04,66,96,FF,5B,00
4A,4A,04,66,95,FF,5B,00
52,49,04,66,95,FF,5A,00
5A,49,04,60,94,FF,5A,00
62,49,04,60,94,FF,59,00
6A,49,04,62,93,FF,59,00
72,49,04,62,93,FF,58,00
7A,49,04,62,92,FF,58,00
02,49,04,64,A1,FF,58,00
0A,49,04,64,A1,FF,57,00
12,49,04,64,A2,FF,55,00
1A,49,04,66,A1,FF,55,00
22,49,04,66,A1,FF,54,00
2A,49,04,60,A0,FF,54,00
32,49,04,60,9F,FF,54,00
3A,49,04,60,9E,FF,54,00
42,49,04,62,A2,FF,4F,00
4A,49,04,62,A1,FF,4F,00
52,49,04,64,A0,FF,4F,00
5A,49,04,64,9E,FF,50,00
62,49,04,64,A0,FF,4D,00
6A,49,04,66,9F,FF,4D,00
72,49,04,66,A1,FF,4A,00
7A,49,04,66,A0,FF,4A,00
02,49,04,60,AF,FF,4A,00
0A,49,04,60,AE,FF,4A,00
12,49,04,62,AF,FF,48,00
1A,49,04,62,AE,FF,48,00
22,49,04,62,B0,FF,45,00
2A,49,04,64,AF,FF,45,00
32,49,04,64,AF,FF,44,00
3A,49,04,66,AE,FF,44,00
42,49,04,66,AE,FF,43,00
4A,49,04,66,AD,FF,43,00
52,49,04,60,AE,FF,41,00
5A,49,04,60,AD,FF,41,00
62,49,04,62,AE,FF,3F,00
6A,49,04,62,AD,FF,3F,00
72,49,04,62,AC,FF,3F,00
7A,49,04,64,AC,FF,3E,00
02,49,04,64,BB,FF,3E,00
0A,49,04,64,BB,FF,3D,00
12,49,04,66,BC,FF,3B,00
1A,49,04,66,BB,FF,3B,00
22,49,04,60,BB,FF,3A,00
2A,49,04,60,BA,FF,3A,00
32,49,04,60,BA,FF,39,00
3A,49,04,62,B9,FF,39,00
42,49,04,62,B8,FF,39,00
4A,49,04,64,B9,FF,37,00
52,49,04,64,B9,FF,36,00
5A,49,04,64,B8,FF,36,00
62,49,04,66,B8,FF,35,00
6A,49,04,66,B7,FF,35,00
72,49,04,66,B7,FF,34,00
7A,49,04,60,B6,FF,34,00
02,49,04,60,C7,FF,32,00
0A,49,04,62,C6,FF,32,00
12,49,04,62,C5,FF,32,00
1A,49,04,62,C4,FF,32,00
22,49,04,64,C5,FF,30,00
2A,49,04,64,C4,FF,30,00
32,49,04,66,C3,FF,30,00
3A,49,04,66,C2,FF,30,00
42,49,04,66,C2,FF,2F,00
4A,49,04,60,C1,FF,2F,00
52,49,04,60,C1,FF,2E,00
5A,49,04,60,C0,FF,2E,00
62,49,04,62,BF,FF,2E,00
6A,49,04,62,BE,FF,2E,00
72,49,04,64,BF,FF,2C,00
7A,49,04,64,BE,FF,2C,00
02,49,04,64,CD,FF,2C,00
0A,49,04,66,CC,FF,2C,00
12,49,04,66,CC,FF,2B,00
1A,49,04,60,CB,FF,2B,00
22,49,04,60,CC,FF,29,00
2A,49,04,60,CB,FF,29,00
32,49,04,62,CA,FF,29,00
3A,49,04,62,CA,FF,28,00
42,49,04,62,CA,FF,27,00
4A,49,04,64,C9,FF,27,00
52,49,04,64,C9,FF,26,00
5A,49,04,66,C8,FF,26,00
62,49,04,66,C7,FF,26,00
6A,49,04,66,C6,FF,26,00
72,49,04,60,C8,FF,23,00
7A,49,04,60,C7,FF,23,00
02,49,04,62,D8,FF,21,00
0A,49,04,62,D7,FF,21,00
12,49,04,62,D8,FF,1F,00
1A,49,04,64,D7,FF,1F,00
22,49,04,64,D7,FF,1E,00
2A,49,04,64,D6,FF,1E,00
32,49,04,66,D7,FF,1C,00
3A,49,04,66,D6,FF,1C,00
42,49,04,60,D6,FF,1B,00
4A,49,04,60,D5,FF,1B,00
52,49,04,60,D4,FF,1B,00
5A,49,04,62,D5,FF,19,00
62,49,04,62,D6,FF,17,00
6A,49,04,64,D5,FF,17,00
72,49,04,64,D4,FF,17,00
7A,49,04,64,D3,FF,17,00
02,49,04,66,E4,FF,15,00
0A,49,04,66,E3,FF,15,00
12,49,04,66,E4,FF,13,00
1A,49,04,60,E3,FF,13,00
22,49,04,60,E2,FF,13,00
2A,49,04,62,E2,FF,12,00
32,49,04,62,E4,FF,0F,00
3A,49,04,62,E3,FF,0F,00
42,49,04,64,E4,FF,0D,00
4A,49,04,64,E3,FF,0D,00
52,49,04,66,E2,FF,0D,00
5A,49,04,66,E1,FF,0D,00
62,49,04,66,E2,FF,0B,00
6A,49,04,60,E1,FF,0B,00
72,49,04,60,E0,FF,0B,00
7A,49,04,62,E0,FF,0A,00
02,49,04,62,F0,FF,09,00
0A,49,04,62,EF,FF,09,00
12,49,04,64,EF,FF,08,00
1A,49,04,64,EE,FF,08,00
22,49,04,64,EF,FF,06,00
2A,49,04,66,EE,FF,06,00
32,49,04,66,ED,FF,06,00
3A,4A,04,60,EC,FF,06,00
42,4A,04,60,EC,FF,05,00
4A,4A,04,60,EB,FF,05,00
52,4A,04,62,EB,FF,04,00
5A,4A,04,62,EA,FF,04,00
62,4A,04,64,E9,FF,04,00
6A,4A,04,64,E8,FF,04,00
72,4A,04,64,E8,FF,03,00
7A,4A,04,66,E7,FF,03,00
02,4A,04,66,F6,FF,03,00
0A,4A,04,60,F7,FF,01,00
12,4A,04,60,F6,FF,01,00
1A,4A,04,60,F6,FF,00,00
22,4A,04,62,F7,02,FF,00
22,4A,04,62,F7,FF,FF,00
2A,4A,04,62,F6,02,FF,00
2A,4A,04,62,F6,FF,FF,00
32,4A,04,62,F7,FF,FD,00
3A,4A,04,64,F6,FF,FD,00
42,4A,04,64,F5,FF,FD,00
4A,4A,04,66,F4,FF,FD,00
52,4A,04,66,F4,FF,FC,00
5A,4A,04,66,F3,FF,FC,00
62,4A,04,60,F2,FF,FC,00
6A,4A,04,60,F3,FF,FA,00
72,4A,04,62,F2,FF,FA,00
7A,4A,04,62,F1,FF,FA,00
02,4A,04,62,03,FF,F7,00
0A,4A,04,64,02,FF,F7,00
12,4A,04,64,02,FF,F6,00
1A,4A,04,66,01,FF,F6,00
22,4A,04,66,01,FF,F5,00
2A,4A,04,66,00,FF,F5,00
32,4A,04,60,FF,02,F5,00
32,4A,04,60,FF,FF,F5,00
3A,4A,04,60,FF,02,F4,00
3A,4A,04,60,FF,FF,F4,00
42,4A,04,60,FE,FF,F4,00
4A,4A,04,62,FD,FF,F4,00
52,4A,04,62,FE,FF,F2,00
5A,4A,04,64,FD,FF,F2,00
62,4A,04,64,FD,FF,F1,00
6A,4A,04,64,FC,FF,F1,00
72,4A,04,66,FA,FF,F2,00
7A,4A,04,66,F9,FF,F2,00
02,4A,04,60,08,FF,F2,00
0A,4A,04,60,09,FF,F0,00
12,4A,04,60,0A,FF,EE,00
1A,4A,04,62,09,FF,EE,00
22,4A,04,62,09,FF,ED,00
2A,4A,04,64,08,FF,ED,00
32,4A,04,64,09,FF,EB,00
3A,4A,04,64,08,FF,EB,00
42,4A,04,66,09,FF,E9,00
4A,4A,04,66,08,FF,E9,00
52,4A,04,66,07,FF,E9,00
5A,4A,04,60,07,FF,E8,00
62,4A,04,60,07,FF,E7,00
6A,4A,04,62,06,FF,E7,00
72,4A,04,62,06,FF,E6,00
7A,4A,04,62,05,FF,E6,00
02,4A,04,64,16,FF,E4,00
0A,4A,04,64,15,FF,E4,00
12,4A,04,66,14,FF,E4,00
1A,4A,04,66,13,FF,E4,00
22,4A,04,66,12,FF,E4,00
2A,4A,04,60,12,FF,E3,00
32,4A,04,60,11,FF,E3,00
3A,4A,04,62,10,FF,E3,00
42,4A,04,62,0F,FF,E3,00
4A,4A,04,62,0E,FF,E3,00
52,4A,04,64,0F,FF,E1,00
5A,4A,04,64,0E,FF,E1,00
62,4A,04,64,0E,FF,E0,00
6A,48,04,66,0D,FF,E0,00
72,48,04,66,0C,FF,E0,00
7A,48,04,60,0D,FF,DE,00
02,48,04,60,1F,FF,DB,00
0A,48,04,60,1E,FF,DB,00
12,48,04,62,1D,FF,DB,00
1A,48,04,62,1C,FF,DB,00
22,48,04,64,1C,FF,DA,00
2A,48,04,64,1B,FF,DA,00
32,48,04,64,1B,FF,D9,00
3A,48,04,66,1A,FF,D9,00
42,48,04,66,19,FF,D9,00
4A,48,04,66,19,FF,D8,00
52,48,04,60,18,FF,D8,00
5A,48,04,60,17,FF,D8,00
62,48,04,62,17,FF,D7,00
6A,48,04,62,16,FF,D7,00
72,48,04,62,15,FF,D7,00
7A,48,04,64,14,FF,D7,00
02,48,04,64,24,FF,D6,00
0A,47,04,66,23,FF,D6,00
12,47,04,66,22,FF,D6,00
1A,47,04,66,21,FF,D6,00
22,47,04,60,21,FF,D5,00
2A,47,04,60,20,FF,D5,00
32,47,04,62,20,FF,D4,00
3A,47,04,62,1F,FF,D4,00
42,47,04,62,1E,FF,D4,00
4A,47,04,64,1D,FF,D4,00
52,47,04,64,1D,FF,D3,00
5A,47,04,64,1C,FF,D3,00
62,47,04,66,1B,FF,D3,00
6A,47,04,66,1A,FF,D3,00
72,47,04,60,1A,FF,D2,00
7A,47,04,60,19,FF,D2,00
02,47,04,60,29,FF,D1,00
0A,47,04,62,28,FF,D1,00
12,47,04,62,28,FF,D0,00
1A,47,04,64,27,FF,D0,00
22,47,04,64,27,FF,CF,00
2A,47,04,64,26,FF,CF,00
32,47,04,66,25,FF,CF,00
3A,47,04,66,26,FF,CD,00
42,47,04,66,26,FF,CC,00
4A,47,04,60,25,FF,CC,00
52,47,04,60,24,FF,CC,00
5A,47,04,62,23,FF,CC,00
62,47,04,62,24,FF,CA,00
6A,47,04,62,23,FF,CA,00
72,47,04,64,24,FF,C8,00
7A,47,04,64,23,FF,C8,00
02,47,04,66,32,FF,C8,00
0A,47,04,66,31,FF,C8,00
12,47,04,66,31,FF,C7,00
1A,47,04,60,30,FF,C7,00
22,46,04,60,2F,FF,C7,00
2A,46,04,60,2E,FF,C7,00
32,46,04,62,2E,FF,C6,00
3A,46,04,62,2D,FF,C6,00
42,46,04,64,2D,FF,C5,00
4A,46,04,64,2C,FF,C5,00
52,46,04,64,2B,FF,C5,00
5A,46,04,66,2A,FF,C5,00
62,46,04,66,2A,FF,C4,00
6A,46,04,60,29,FF,C4,00
72,46,04,60,29,FF,C3,00
7A,46,04,60,28,FF,C3,00
02,46,04,62,38,FF,C2,00
0A,46,04,62,37,FF,C2,00
12,46,04,62,38,FF,C0,00
1A,46,04,64,37,FF,C0,00
22,46,04,64,36,FF,C0,00
2A,46,04,66,36,FF,BF,00
32,46,04,66,36,FF,BE,00
3A,46,04,66,35,FF,BE,00
42,46,04,60,34,FF,BE,00
4A,46,04,60,33,FF,BE,00
52,46,04,62,33,FF,BD,00
5A,46,04,62,32,FF,BD,00
62,46,04,62,31,FF,BD,00
6A,46,04,64,30,FF,BD,00
72,46,04,64,2F,FF,BD,00
7A,46,04,66,2F,FF,BC,00
02,46,04,66,3E,FF,BC,00
0A,46,04,66,3D,FF,BC,00
12,46,04,60,3C,FF,BC,00
1A,46,04,60,3C,FF,BB,00
22,46,04,60,3B,FF,BB,00
2A,46,04,62,3B,FF,BA,00
32,46,04,62,3A,FF,BA,00
3A,46,04,64,39,FF,BA,00
42,46,04,64,38,FF,BA,00
4A,46,04,64,39,FF,B8,00
52,46,04,66,38,FF,B8,00
5A,46,04,66,38,FF,B7,00
62,46,04,60,37,FF,B7,00
6A,46,04,60,36,FF,B7,00
72,46,04,60,35,FF,B7,00
7A,46,04,62,35,FF,B6,00
02,46,04,62,44,FF,B6,00
0A,46,04,62,45,FF,B4,00
12,46,04,64,44,FF,B4,00
1A,46,04,64,43,FF,B4,00
22,46,04,66,42,FF,B4,00
2A,46,04,66,41,FF,B4,00
32,46,04,66,40,FF,B4,00
3A,46,04,60,41,FF,B2,00
42,46,04,60,40,FF,B2,00
4A,46,04,62,3E,FF,B3,00
52,46,04,62,3D,FF,B3,00
5A,46,04,62,3E,FF,B1,00
62,46,04,64,3D,FF,B1,00
6A,46,04,64,3D,FF,B0,00
72,46,04,66,3C,FF,B0,00
7A,46,04,66,3C,FF,AF,00
02,46,04,66,4B,FF,AF,00
0A,46,04,60,4A,FF,AF,00
12,46,04,60,49,FF,AF,00
1A,46,04,60,48,FF,AF,00
22,46,04,62,47,FF,AF,00
2A,46,04,62,47,FF,AE,00
32,46,04,64,46,FF,AE,00
3A,46,04,64,46,FF,AD,00
42,46,04,64,45,FF,AD,00
4A,46,04,66,44,FF,AD,00
52,46,04,66,43,FF,AD,00
5A,46,04,60,43,FF,AC,00
62,46,04,60,42,FF,AC,00
6A,46,04,60,42,FF,AB,00
72,46,04,62,41,FF,AB,00
7A,46,04,62,41,FF,AA,00
02,46,04,62,50,FF,AA,00
0A,46,04,64,50,FF,A9,00
12,46,04,64,4F,FF,A9,00
1A,46,04,66,4E,FF,A9,00
22,46,04,66,4D,FF,A9,00
2A,46,04,66,4E,FF,A7,00
32,46,04,60,4D,FF,A7,00
3A,46,04,60,4C,FF,A7,00
42,46,04,62,4D,FF,A5,00
4A,46,04,62,4C,FF,A5,00
52,46,04,62,4B,FF,A5,00
5A,46,04,64,4B,FF,A4,00
62,46,04,64,4A,FF,A4,00
6A,46,04,64,4A,FF,A3,00
72,46,04,66,49,FF,A3,00
7A,46,04,66,49,FF,A2,00
02,46,04,60,58,FF,A2,00
0A,46,04,60,58,FF,A1,00
12,46,04,60,57,FF,A1,00
1A,46,04,62,57,FF,A0,00
22,46,04,62,56,FF,A0,00
2A,46,04,64,54,FF,A1,00
32,46,04,64,53,FF,A1,00
3A,46,04,64,53,FF,A0,00
42,46,04,66,52,FF,A0,00
4A,46,04,66,52,FF,9F,00
52,46,04,66,51,FF,9F,00
5A,46,04,60,4F,FF,A0,00
62,46,04,60,4E,FF,A0,00
6A,46,04,62,4E,FF,9F,00
72,46,04,62,4D,FF,9F,00
7A,46,04,62,4F,FF,9C,00
02,46,04,64,5E,FF,9C,00
0A,46,04,64,5D,FF,9C,00
12,46,04,66,5C,FF,9C,00
1A,46,04,66,5B,FF,9C,00
22,46,04,66,5A,FF,9C,00
2A,46,04,60,5A,FF,9B,00
32,46,04,60,59,FF,9B,00
3A,46,04,60,58,FF,9B,00
42,46,04,62,57,FF,9B,00
4A,46,04,62,57,FF,9A,00
52,46,04,64,56,FF,9A,00
5A,46,04,64,56,FF,99,00
62,46,04,64,55,FF,99,00
6A,46,04,66,54,FF,99,00
72,46,04,66,53,FF,99,00
7A,46,04,60,53,FF,98,00
02,46,04,60,62,FF,98,00
0A,47,04,60,62,FF,97,00
12,47,04,62,61,FF,97,00
1A,47,04,62,60,FF,97,00
22,47,04,62,5F,FF,97,00
2A,47,04,64,5F,FF,96,00
32,47,04,64,5E,FF,96,00
3A,47,04,66,5D,FF,96,00
42,47,04,66,5C,FF,96,00
4A,47,04,66,5C,FF,95,00
52,47,04,60,5B,FF,95,00
5A,47,04,60,5A,FF,95,00
62,47,04,62,59,FF,95,00
6A,47,04,62,58,FF,95,00
72,47,04,62,57,FF,95,00
7A,47,04,64,57,FF,94,00
02,47,04,64,66,FF,94,00
0A,47,04,64,65,FF,94,00
12,47,04,66,65,FF,93,00
1A,47,04,66,64,FF,93,00
22,47,04,60,64,FF,92,00
2A,47,04,60,63,FF,92,00
32,47,04,60,62,FF,92,00
3A,47,04,62,62,FF,91,00
42,47,04,62,61,FF,91,00
4A,47,04,64,60,FF,91,00
52,47,04,64,60,FF,90,00
5A,47,04,64,5F,FF,90,00
62,47,04,66,5E,FF,90,00
6A,47,04,66,5D,FF,90,00
72,47,04,60,5D,FF,8F,00
7A,47,04,60,5C,FF,8F,00
02,47,04,60,6B,FF,8F,00
0A,47,04,62,6A,FF,8F,00
12,47,04,62,6B,FF,8D,00
1A,47,04,62,6A,FF,8D,00
22,47,04,64,69,FF,8D,00
2A,47,04,64,68,FF,8D,00
32,47,04,66,68,FF,8C,00
3A,47,04,66,67,FF,8C,00
42,47,04,66,66,FF,8C,00
4A,48,04,60,65,FF,8C,00
52,48,04,60,64,FF,8C,00
5A,48,04,62,65,FF,8A,00
62,48,04,62,64,FF,8A,00
6A,48,04,62,63,FF,8A,00
72,48,04,64,62,FF,8A,00
7A,48,04,64,61,FF,8A,00
02,48,04,64,72,FF,88,00
0A,48,04,66,71,FF,88,00
12,48,04,66,70,FF,88,00
1A,48,04,60,6F,FF,88,00
22,48,04,60,6F,FF,87,00
2A,48,04,60,6E,FF,87,00
32,48,04,62,6D,FF,87,00
3A,48,04,62,6C,FF,87,00
42,48,04,64,6C,FF,86,00
4A,48,04,64,6B,FF,86,00
52,48,04,64,6B,FF,85,00
5A,48,04,66,6A,FF,85,00
62,48,04,66,6A,FF,84,00
6A,48,04,60,69,FF,84,00
72,48,04,60,68,FF,84,00
7A,48,04,60,68,FF,83,00
02,48,04,62,77,FF,83,00
0A,48,04,62,76,FF,83,00
12,48,04,62,77,FF,81,00
1A,48,04,64,76,FF,81,00
22,48,04,64,77,FF,7F,00
2A,48,04,66,76,FF,7F,00
32,48,04,66,75,FF,7F,00
3A,48,04,66,74,FF,7F,00
42,48,04,60,73,FF,7F,00
4A,48,04,60,74,FF,7D,00
52,48,04,62,73,FF,7D,00
5A,48,04,62,72,FF,7D,00
62,48,04,62,73,FF,7B,00
6A,48,04,64,72,FF,7B,00
72,48,04,64,72,FF,7A,00
7A,48,04,64,71,FF,7A,00
02,48,04,66,80,FF,7A,00
0A,48,04,66,7F,FF,7A,00
12,48,04,60,7E,FF,7A,00
1A,48,04,60,7D,FF,7A,00
22,48,04,60,7D,FF,79,00
2A,48,04,62,7C,FF,79,00
32,48,04,62,7C,FF,78,00
3A,48,04,64,7B,FF,78,00
42,48,04,64,7A,FF,78,00
4A,48,04,64,79,FF,78,00
52,48,04,66,78,FF,78,00
5A,49,04,66,77,FF,78,00
62,49,04,60,76,FF,78,00
6A,49,04,60,76,FF,77,00
72,49,04,60,75,FF,77,00
7A,49,04,62,74,FF,77,00
02,49,04,62,84,FF,76,00
0A,49,04,62,83,FF,76,00
12,49,04,64,83,FF,75,00
1A,49,04,64,82,FF,75,00
22,49,04,66,81,FF,75,00
2A,49,04,66,80,FF,75,00
32,49,04,66,7F,FF,75,00
3A,49,04,60,7F,FF,74,00
42,49,04,60,7F,FF,73,00
4A,49,04,62,7E,FF,73,00
52,49,04,62,7D,FF,73,00
5A,49,04,62,7C,FF,73,00
62,49,04,64,7D,FF,71,00
6A,49,04,64,7C,FF,71,00
72,49,04,64,7C,FF,70,00
7A,49,04,66,7B,FF,70,00
02,49,04,66,8A,FF,70,00
0A,49,04,60,89,FF,70,00
12,49,04,60,89,FF,6F,00
1A,49,04,60,88,FF,6F,00
22,49,04,62,88,FF,6E,00
2A,49,04,62,87,FF,6E,00
32,49,04,64,85,FF,6F,00
3A,49,04,64,84,FF,6F,00
42,49,04,64,85,FF,6D,00
4A,49,04,66,84,FF,6D,00
52,49,04,66,83,FF,6D,00
5A,49,04,60,82,FF,6D,00
